pH,conductivity,turbidity,temperature,time
7.65,16.57,528,12.56,2025-12-04T21:08:52
7.64,16.57,528,12.56,2025-12-04T21:09:02
7.64,16.55,528,12.63,2025-12-04T21:09:13
7.64,16.55,528,12.63,2025-12-04T21:09:23
7.64,16.57,528,12.56,2025-12-04T21:09:33
7.64,16.57,527,12.56,2025-12-04T21:09:43
7.64,16.57,527,12.56,2025-12-04T21:09:53
7.64,16.57,527,12.56,2025-12-04T21:10:04
7.64,16.57,527,12.56,2025-12-04T21:10:14
7.64,16.57,528,12.56,2025-12-04T21:10:24
7.64,19.31,527,12.56,2025-12-04T21:10:34
7.64,16.57,527,12.56,2025-12-04T21:10:44
7.64,16.57,528,12.56,2025-12-04T21:10:55
7.64,16.55,528,12.63,2025-12-04T21:11:05
7.64,16.57,528,12.56,2025-12-04T21:11:15
7.64,16.57,528,12.56,2025-12-04T21:11:25
7.64,16.55,528,12.63,2025-12-04T21:11:35
7.64,16.57,529,12.56,2025-12-04T21:11:45
7.64,16.57,528,12.56,2025-12-04T21:11:56
7.64,16.55,528,12.63,2025-12-04T21:12:06
7.64,16.57,528,12.56,2025-12-04T21:12:16
7.64,16.55,527,12.63,2025-12-04T21:12:26
7.64,16.57,528,12.56,2025-12-04T21:12:36
7.64,16.57,528,12.56,2025-12-04T21:12:47
7.64,16.57,528,12.56,2025-12-04T21:12:57
7.64,16.55,528,12.63,2025-12-04T21:13:07
7.64,16.57,529,12.56,2025-12-04T21:13:17
7.64,16.55,528,12.63,2025-12-04T21:13:27
7.64,16.55,528,12.63,2025-12-04T21:13:38
7.64,16.57,528,12.56,2025-12-04T21:13:48
7.64,16.55,529,12.63,2025-12-04T21:13:58
7.64,19.31,529,12.56,2025-12-04T21:14:08
7.64,16.57,528,12.56,2025-12-04T21:14:18
7.64,16.57,528,12.56,2025-12-04T21:14:29
7.65,16.57,528,12.56,2025-12-04T21:14:39
7.65,16.55,529,12.63,2025-12-04T21:14:49
7.65,16.57,529,12.56,2025-12-04T21:14:59
7.65,16.57,527,12.56,2025-12-04T21:15:09
7.65,16.57,528,12.56,2025-12-04T21:15:20
7.65,16.57,528,12.56,2025-12-04T21:15:30
7.65,16.57,529,12.56,2025-12-04T21:15:40
7.65,16.57,529,12.56,2025-12-04T21:15:50
7.64,19.28,529,12.63,2025-12-04T21:16:00
7.64,16.57,528,12.56,2025-12-04T21:16:11
7.65,16.55,528,12.63,2025-12-04T21:16:21
7.64,16.57,529,12.56,2025-12-04T21:16:31
7.64,16.57,529,12.56,2025-12-04T21:16:41
7.63,16.55,529,12.63,2025-12-04T21:16:51
7.64,16.55,529,12.63,2025-12-04T21:17:01
7.64,16.55,529,12.63,2025-12-04T21:17:12
7.63,16.57,529,12.56,2025-12-04T21:17:22
7.63,16.57,528,12.56,2025-12-04T21:17:32
7.63,19.28,528,12.63,2025-12-04T21:17:42
7.63,16.55,528,12.63,2025-12-04T21:17:52
7.63,16.55,527,12.63,2025-12-04T21:18:03
7.62,16.55,530,12.63,2025-12-04T21:18:13
7.63,16.57,528,12.56,2025-12-04T21:18:23
7.63,16.57,528,12.56,2025-12-04T21:18:33
7.63,19.28,529,12.63,2025-12-04T21:18:43
7.63,19.31,529,12.56,2025-12-04T21:18:54
7.63,16.55,529,12.63,2025-12-04T21:19:04
7.63,16.55,529,12.63,2025-12-04T21:19:14
7.63,16.55,529,12.63,2025-12-04T21:19:24
7.63,16.55,529,12.63,2025-12-04T21:19:34
7.62,16.55,529,12.63,2025-12-04T21:19:45
7.63,16.55,526,12.63,2025-12-04T21:19:55
7.63,16.55,529,12.63,2025-12-04T21:20:05
7.63,16.55,525,12.63,2025-12-04T21:20:15
7.64,16.55,529,12.63,2025-12-04T21:20:25
7.64,16.55,530,12.63,2025-12-04T21:20:36
7.63,16.57,529,12.56,2025-12-04T21:20:46
7.63,16.57,530,12.56,2025-12-04T21:20:56
7.64,16.57,526,12.56,2025-12-04T21:21:06
7.64,16.55,528,12.63,2025-12-04T21:21:16
7.64,16.57,530,12.56,2025-12-04T21:21:27
7.64,16.55,529,12.63,2025-12-04T21:21:37
7.64,16.57,529,12.56,2025-12-04T21:21:47
7.64,16.57,529,12.56,2025-12-04T21:21:57
7.64,19.31,529,12.56,2025-12-04T21:22:07
7.64,16.57,529,12.56,2025-12-04T21:22:17
7.64,16.57,530,12.56,2025-12-04T21:22:28
7.64,16.55,529,12.63,2025-12-04T21:22:38
7.64,16.55,529,12.63,2025-12-04T21:22:48
7.64,16.55,529,12.63,2025-12-04T21:22:58
7.64,16.57,530,12.56,2025-12-04T21:23:08
7.64,16.55,529,12.63,2025-12-04T21:23:19
7.63,16.55,528,12.63,2025-12-04T21:23:29
7.64,16.55,529,12.63,2025-12-04T21:23:39
7.64,16.55,529,12.63,2025-12-04T21:23:49
7.64,16.57,519,12.56,2025-12-04T21:23:59
7.64,16.57,529,12.56,2025-12-04T21:24:10
7.64,16.55,528,12.63,2025-12-04T21:24:20
7.64,19.28,529,12.63,2025-12-04T21:24:30
7.64,16.57,529,12.56,2025-12-04T21:24:40
7.64,16.57,527,12.56,2025-12-04T21:24:50
7.64,19.31,529,12.56,2025-12-04T21:25:01
7.64,16.55,529,12.63,2025-12-04T21:25:11
7.64,16.55,529,12.63,2025-12-04T21:25:21
7.64,16.55,529,12.63,2025-12-04T21:25:31
7.64,16.55,529,12.63,2025-12-04T21:25:41
7.64,16.57,529,12.56,2025-12-04T21:25:52
7.63,16.55,529,12.63,2025-12-04T21:26:02
7.63,19.28,528,12.63,2025-12-04T21:26:12
7.64,16.55,529,12.63,2025-12-04T21:26:22
7.64,16.55,529,12.63,2025-12-04T21:26:32
7.64,16.55,529,12.63,2025-12-04T21:26:42
7.64,16.55,526,12.63,2025-12-04T21:26:53
7.64,16.57,529,12.56,2025-12-04T21:27:03
7.64,16.55,528,12.63,2025-12-04T21:27:13
7.64,16.57,528,12.56,2025-12-04T21:27:23
7.64,16.57,529,12.56,2025-12-04T21:27:33
7.64,16.55,524,12.63,2025-12-04T21:27:44
7.64,19.28,529,12.63,2025-12-04T21:27:54
7.63,16.55,528,12.63,2025-12-04T21:28:04
7.64,16.55,528,12.63,2025-12-04T21:28:14
7.64,16.55,527,12.63,2025-12-04T21:28:24
7.64,16.55,528,12.63,2025-12-04T21:28:35
7.64,16.55,529,12.63,2025-12-04T21:28:45
7.63,19.28,529,12.63,2025-12-04T21:28:55
7.63,16.55,528,12.63,2025-12-04T21:29:05
7.63,16.55,528,12.63,2025-12-04T21:29:15
7.64,16.55,529,12.63,2025-12-04T21:29:26
7.64,16.55,528,12.63,2025-12-04T21:29:36
7.64,16.55,528,12.63,2025-12-04T21:29:46
7.64,16.55,527,12.63,2025-12-04T21:29:56
7.64,16.55,528,12.63,2025-12-04T21:30:06
7.64,16.55,526,12.63,2025-12-04T21:30:17
7.64,16.55,525,12.63,2025-12-04T21:30:27
7.64,16.55,529,12.63,2025-12-04T21:30:37
7.64,16.55,525,12.63,2025-12-04T21:30:47
7.63,16.55,528,12.63,2025-12-04T21:30:57
7.63,16.55,528,12.63,2025-12-04T21:31:07
7.63,16.55,528,12.63,2025-12-04T21:31:18
7.63,16.55,528,12.63,2025-12-04T21:31:28
7.63,16.55,528,12.63,2025-12-04T21:31:38
7.63,16.55,528,12.63,2025-12-04T21:31:48
7.63,16.55,528,12.63,2025-12-04T21:31:58
7.63,16.55,528,12.63,2025-12-04T21:32:09
7.63,16.55,527,12.63,2025-12-04T21:32:19
7.63,16.55,528,12.63,2025-12-04T21:32:29
7.63,16.55,527,12.63,2025-12-04T21:32:39
7.64,16.55,528,12.63,2025-12-04T21:32:49
7.64,16.55,528,12.63,2025-12-04T21:33:00
7.64,16.55,528,12.63,2025-12-04T21:33:10
7.64,16.55,528,12.63,2025-12-04T21:33:20
7.64,16.55,524,12.63,2025-12-04T21:33:30
7.64,19.31,528,12.56,2025-12-04T21:33:40
7.64,16.55,528,12.63,2025-12-04T21:33:51
7.64,16.55,528,12.63,2025-12-04T21:34:01
7.64,16.55,528,12.63,2025-12-04T21:34:11
7.64,16.55,528,12.63,2025-12-04T21:34:21
7.64,16.55,527,12.63,2025-12-04T21:34:31
7.64,16.55,528,12.63,2025-12-04T21:34:42
7.64,16.55,528,12.63,2025-12-04T21:34:52
7.63,19.28,521,12.63,2025-12-04T21:35:02
7.63,16.55,525,12.63,2025-12-04T21:35:12
7.64,16.55,528,12.63,2025-12-04T21:35:22
7.63,16.55,528,12.63,2025-12-04T21:35:33
7.62,16.55,521,12.63,2025-12-04T21:35:43
7.62,16.55,528,12.63,2025-12-04T21:35:53
7.62,16.55,527,12.63,2025-12-04T21:36:03
7.63,16.55,528,12.63,2025-12-04T21:36:13
7.63,16.55,527,12.63,2025-12-04T21:36:23
7.63,16.55,528,12.63,2025-12-04T21:36:34
7.63,16.55,528,12.63,2025-12-04T21:36:44
7.63,16.55,528,12.63,2025-12-04T21:36:54
7.64,16.55,528,12.63,2025-12-04T21:37:04
7.64,19.28,528,12.63,2025-12-04T21:37:14
7.64,16.55,528,12.63,2025-12-04T21:37:25
7.64,16.55,527,12.63,2025-12-04T21:37:35
7.64,16.55,528,12.63,2025-12-04T21:37:45
7.64,16.55,526,12.63,2025-12-04T21:37:55
7.64,16.55,528,12.63,2025-12-04T21:38:05
7.65,16.55,528,12.63,2025-12-04T21:38:16
7.64,16.55,528,12.63,2025-12-04T21:38:26
7.64,16.55,527,12.63,2025-12-04T21:38:36
7.64,16.55,527,12.63,2025-12-04T21:38:46
7.65,19.28,527,12.63,2025-12-04T21:38:56
7.65,16.55,527,12.63,2025-12-04T21:39:07
7.64,16.55,527,12.63,2025-12-04T21:39:17
7.64,16.55,527,12.63,2025-12-04T21:39:27
7.64,16.55,527,12.63,2025-12-04T21:39:37
7.65,16.55,526,12.63,2025-12-04T21:39:47
7.65,16.55,525,12.63,2025-12-04T21:39:58
7.65,16.55,527,12.63,2025-12-04T21:40:08
7.65,16.55,527,12.63,2025-12-04T21:40:18
7.65,16.55,527,12.63,2025-12-04T21:40:28
7.64,16.55,527,12.63,2025-12-04T21:40:38
7.64,16.55,527,12.63,2025-12-04T21:40:48
7.64,16.55,527,12.63,2025-12-04T21:40:59
7.64,16.55,527,12.63,2025-12-04T21:41:09
7.64,16.55,528,12.63,2025-12-04T21:41:19
7.64,16.55,526,12.63,2025-12-04T21:41:29
7.63,16.55,527,12.63,2025-12-04T21:41:39
7.64,16.55,528,12.63,2025-12-04T21:41:50
7.63,16.55,527,12.63,2025-12-04T21:42:00
7.64,16.57,528,12.56,2025-12-04T21:42:10
7.64,16.55,528,12.63,2025-12-04T21:42:20
7.64,19.28,528,12.63,2025-12-04T21:42:30
7.63,16.55,528,12.63,2025-12-04T21:42:41
7.64,16.55,528,12.63,2025-12-04T21:42:51
7.63,16.55,528,12.63,2025-12-04T21:43:01
7.64,19.28,528,12.63,2025-12-04T21:43:11
7.64,16.55,523,12.63,2025-12-04T21:43:21
7.64,16.55,526,12.63,2025-12-04T21:43:32
7.63,19.28,527,12.63,2025-12-04T21:43:42
7.64,19.28,527,12.63,2025-12-04T21:43:52
7.64,16.55,527,12.63,2025-12-04T21:44:02
7.63,16.55,527,12.63,2025-12-04T21:44:12
7.64,16.55,528,12.63,2025-12-04T21:44:23
7.63,16.55,528,12.63,2025-12-04T21:44:33
7.63,16.55,528,12.63,2025-12-04T21:44:43
7.64,16.55,528,12.63,2025-12-04T21:44:53
7.63,16.55,528,12.63,2025-12-04T21:45:03
7.64,16.55,528,12.63,2025-12-04T21:45:13
7.64,16.55,528,12.63,2025-12-04T21:45:24
7.64,16.57,527,12.56,2025-12-04T21:45:34
7.64,16.55,528,12.63,2025-12-04T21:45:44
7.64,16.55,524,12.63,2025-12-04T21:45:54
7.64,16.55,526,12.63,2025-12-04T21:46:04
7.64,16.55,528,12.63,2025-12-04T21:46:15
7.64,16.55,528,12.63,2025-12-04T21:46:25
7.64,16.55,527,12.63,2025-12-04T21:46:35
7.64,16.55,522,12.63,2025-12-04T21:46:45
7.64,16.55,527,12.63,2025-12-04T21:46:55
7.64,16.55,527,12.63,2025-12-04T21:47:06
7.64,16.55,528,12.63,2025-12-04T21:47:16
7.64,16.55,528,12.63,2025-12-04T21:47:26
7.64,16.55,528,12.63,2025-12-04T21:47:36
7.64,16.55,527,12.63,2025-12-04T21:47:46
7.64,16.55,528,12.63,2025-12-04T21:47:57
7.64,16.55,528,12.63,2025-12-04T21:48:07
7.63,16.55,527,12.63,2025-12-04T21:48:17
7.64,16.55,528,12.63,2025-12-04T21:48:27
7.64,16.55,528,12.63,2025-12-04T21:48:37
7.64,16.55,528,12.63,2025-12-04T21:48:48
7.63,16.55,528,12.63,2025-12-04T21:48:58
7.64,16.55,527,12.63,2025-12-04T21:49:08
7.64,16.55,528,12.63,2025-12-04T21:49:18
7.64,16.55,528,12.63,2025-12-04T21:49:28
7.64,16.52,529,12.69,2025-12-04T21:49:39
7.63,16.55,529,12.63,2025-12-04T21:49:49
7.64,16.55,529,12.63,2025-12-04T21:49:59
7.64,16.55,528,12.63,2025-12-04T21:50:09
7.64,16.55,528,12.63,2025-12-04T21:50:19
7.64,16.55,526,12.63,2025-12-04T21:50:29
7.64,16.55,528,12.63,2025-12-04T21:50:40
7.64,16.55,528,12.63,2025-12-04T21:50:50
7.64,16.55,528,12.63,2025-12-04T21:51:00
7.64,19.28,528,12.63,2025-12-04T21:51:10
7.63,16.55,529,12.63,2025-12-04T21:51:20
7.63,16.55,528,12.63,2025-12-04T21:51:31
7.63,16.55,528,12.63,2025-12-04T21:51:41
7.62,16.55,528,12.63,2025-12-04T21:51:51
7.62,16.55,528,12.63,2025-12-04T21:52:01
7.62,16.55,528,12.63,2025-12-04T21:52:11
7.62,16.55,528,12.63,2025-12-04T21:52:22
7.62,16.55,528,12.63,2025-12-04T21:52:32
7.63,16.55,529,12.63,2025-12-04T21:52:42
7.63,16.55,528,12.63,2025-12-04T21:52:52
7.63,16.55,528,12.63,2025-12-04T21:53:02
7.63,16.55,529,12.63,2025-12-04T21:53:13
7.63,16.55,528,12.63,2025-12-04T21:53:23
7.63,16.55,526,12.63,2025-12-04T21:53:33
7.63,16.55,528,12.63,2025-12-04T21:53:43
7.64,16.55,528,12.63,2025-12-04T21:53:53
7.64,16.55,529,12.63,2025-12-04T21:54:04
7.64,16.55,528,12.63,2025-12-04T21:54:14
7.64,16.55,528,12.63,2025-12-04T21:54:24
7.64,16.55,528,12.63,2025-12-04T21:54:34
7.64,16.55,529,12.63,2025-12-04T21:54:44
7.64,19.28,529,12.63,2025-12-04T21:54:55
7.64,16.55,529,12.63,2025-12-04T21:55:05
7.63,16.55,528,12.63,2025-12-04T21:55:15
7.64,16.55,528,12.63,2025-12-04T21:55:25
7.64,16.55,528,12.63,2025-12-04T21:55:35
7.64,16.55,528,12.63,2025-12-04T21:55:45
7.64,16.55,528,12.63,2025-12-04T21:55:56
7.64,16.55,529,12.63,2025-12-04T21:56:06
7.64,16.55,529,12.63,2025-12-04T21:56:16
7.64,19.28,529,12.63,2025-12-04T21:56:26
7.64,16.55,527,12.63,2025-12-04T21:56:36
7.64,16.55,528,12.63,2025-12-04T21:56:47
7.64,16.55,529,12.63,2025-12-04T21:56:57
7.64,16.55,528,12.63,2025-12-04T21:57:07
7.64,19.28,528,12.63,2025-12-04T21:57:17
7.64,16.55,528,12.63,2025-12-04T21:57:27
7.64,16.55,528,12.63,2025-12-04T21:57:38
7.64,16.55,529,12.63,2025-12-04T21:57:48
7.64,16.55,529,12.63,2025-12-04T21:57:58
7.64,16.52,528,12.69,2025-12-04T21:58:08
7.64,16.55,529,12.63,2025-12-04T21:58:18
7.64,16.55,528,12.63,2025-12-04T21:58:29
7.64,16.55,528,12.63,2025-12-04T21:58:39
7.64,16.55,529,12.63,2025-12-04T21:58:49
7.63,16.55,529,12.63,2025-12-04T21:58:59
7.63,16.55,526,12.63,2025-12-04T21:59:09
7.63,16.55,529,12.63,2025-12-04T21:59:20
7.62,16.52,528,12.69,2025-12-04T21:59:30
7.62,16.52,529,12.69,2025-12-04T21:59:40
7.62,16.52,528,12.69,2025-12-04T21:59:50
7.62,19.24,528,12.69,2025-12-04T22:00:00
7.63,16.55,530,12.63,2025-12-04T22:00:11
7.63,16.55,529,12.63,2025-12-04T22:00:21
7.64,16.55,529,12.63,2025-12-04T22:00:31
7.64,16.55,529,12.63,2025-12-04T22:00:41
7.64,16.55,529,12.63,2025-12-04T22:00:51
7.64,16.55,528,12.63,2025-12-04T22:01:02
7.64,16.55,529,12.63,2025-12-04T22:01:12
7.64,16.55,528,12.63,2025-12-04T22:01:22
7.64,16.55,529,12.63,2025-12-04T22:01:32
7.63,16.55,529,12.63,2025-12-04T22:01:42
7.64,16.55,529,12.63,2025-12-04T22:01:53
7.64,16.55,529,12.63,2025-12-04T22:02:03
7.64,16.55,529,12.63,2025-12-04T22:02:13
7.63,16.55,530,12.63,2025-12-04T22:02:23
7.63,16.55,529,12.63,2025-12-04T22:02:33
7.63,16.52,530,12.69,2025-12-04T22:02:44
7.63,16.55,530,12.63,2025-12-04T22:02:54
7.63,16.52,529,12.69,2025-12-04T22:03:04
7.63,16.55,529,12.63,2025-12-04T22:03:14
7.63,16.55,529,12.63,2025-12-04T22:03:24
7.63,16.55,529,12.63,2025-12-04T22:03:34
7.63,16.55,529,12.63,2025-12-04T22:03:45
7.64,16.55,529,12.63,2025-12-04T22:03:55
7.64,16.55,529,12.63,2025-12-04T22:04:05
7.64,16.55,529,12.63,2025-12-04T22:04:15
7.64,16.55,528,12.63,2025-12-04T22:04:25
7.64,16.55,529,12.63,2025-12-04T22:04:36
7.64,16.55,528,12.63,2025-12-04T22:04:46
7.63,19.28,529,12.63,2025-12-04T22:04:56
7.63,16.52,529,12.69,2025-12-04T22:05:06
7.63,16.55,528,12.63,2025-12-04T22:05:16
7.64,16.55,528,12.63,2025-12-04T22:05:27
7.63,16.55,529,12.63,2025-12-04T22:05:37
7.63,16.55,529,12.63,2025-12-04T22:05:47
7.63,16.55,528,12.63,2025-12-04T22:05:57
7.63,16.55,528,12.63,2025-12-04T22:06:07
7.63,16.55,528,12.63,2025-12-04T22:06:18
7.63,16.55,528,12.63,2025-12-04T22:06:28
7.63,16.52,527,12.69,2025-12-04T22:06:38
7.63,16.55,528,12.63,2025-12-04T22:06:48
7.63,16.52,528,12.69,2025-12-04T22:06:58
7.63,16.55,527,12.63,2025-12-04T22:07:09
7.63,19.24,527,12.69,2025-12-04T22:07:19
7.62,19.24,528,12.69,2025-12-04T22:07:29
7.63,16.52,528,12.69,2025-12-04T22:07:39
7.63,16.55,528,12.63,2025-12-04T22:07:49
7.63,16.55,528,12.63,2025-12-04T22:07:59
7.64,19.28,528,12.63,2025-12-04T22:08:10
7.63,16.55,527,12.63,2025-12-04T22:08:20
7.63,19.28,527,12.63,2025-12-04T22:08:30
7.63,19.24,528,12.69,2025-12-04T22:08:40
7.63,16.52,525,12.69,2025-12-04T22:08:50
7.64,16.55,519,12.63,2025-12-04T22:09:01
7.64,16.55,527,12.63,2025-12-04T22:09:11
7.64,16.55,525,12.63,2025-12-04T22:09:21
7.64,16.55,524,12.63,2025-12-04T22:09:31
7.64,16.55,525,12.63,2025-12-04T22:09:41
7.64,16.55,525,12.63,2025-12-04T22:09:52
7.64,16.52,522,12.69,2025-12-04T22:10:02
7.64,16.55,525,12.63,2025-12-04T22:10:12
7.64,16.55,525,12.63,2025-12-04T22:10:22
7.64,16.55,525,12.63,2025-12-04T22:10:32
7.64,16.55,526,12.63,2025-12-04T22:10:43
7.64,16.55,526,12.63,2025-12-04T22:10:53
7.64,16.55,525,12.63,2025-12-04T22:11:03
7.64,16.55,527,12.63,2025-12-04T22:11:13
7.64,16.55,526,12.63,2025-12-04T22:11:23
7.64,16.55,526,12.63,2025-12-04T22:11:34
7.64,16.55,526,12.63,2025-12-04T22:11:44
7.64,16.55,525,12.63,2025-12-04T22:11:54
7.64,16.55,525,12.63,2025-12-04T22:12:04
7.64,16.55,526,12.63,2025-12-04T22:12:14
7.64,16.55,524,12.63,2025-12-04T22:12:24
7.65,16.55,525,12.63,2025-12-04T22:12:35
7.64,16.55,526,12.63,2025-12-04T22:12:45
7.64,16.55,526,12.63,2025-12-04T22:12:55
7.64,16.55,525,12.63,2025-12-04T22:13:05
7.64,16.55,523,12.63,2025-12-04T22:13:15
7.64,16.52,526,12.69,2025-12-04T22:13:26
7.63,16.52,525,12.69,2025-12-04T22:13:36
7.63,16.55,523,12.63,2025-12-04T22:13:46
7.64,16.52,525,12.69,2025-12-04T22:13:56
7.63,16.55,526,12.63,2025-12-04T22:14:06
7.64,16.52,525,12.69,2025-12-04T22:14:17
7.63,16.55,526,12.63,2025-12-04T22:14:27
7.63,16.52,526,12.69,2025-12-04T22:14:37
7.63,16.52,525,12.69,2025-12-04T22:14:47
7.62,16.52,525,12.69,2025-12-04T22:14:57
7.63,16.55,525,12.63,2025-12-04T22:15:08
7.63,16.55,524,12.63,2025-12-04T22:15:18
7.63,16.55,526,12.63,2025-12-04T22:15:28
7.63,16.55,526,12.63,2025-12-04T22:15:38
7.64,16.55,525,12.63,2025-12-04T22:15:48
7.63,19.24,525,12.69,2025-12-04T22:15:59
7.63,16.55,526,12.63,2025-12-04T22:16:09
7.63,16.52,526,12.69,2025-12-04T22:16:19
7.64,16.55,526,12.63,2025-12-04T22:16:29
7.64,16.52,525,12.69,2025-12-04T22:16:39
7.64,16.52,526,12.69,2025-12-04T22:16:50
7.63,19.28,525,12.63,2025-12-04T22:17:00
7.63,16.55,525,12.63,2025-12-04T22:17:10
7.63,16.52,526,12.69,2025-12-04T22:17:20
7.64,16.55,524,12.63,2025-12-04T22:17:30
7.64,16.55,526,12.63,2025-12-04T22:17:40
7.64,19.28,526,12.63,2025-12-04T22:17:51
7.64,16.55,526,12.63,2025-12-04T22:18:01
7.64,16.55,526,12.63,2025-12-04T22:18:11
7.64,16.55,525,12.63,2025-12-04T22:18:21
7.64,16.55,526,12.63,2025-12-04T22:18:31
7.64,19.24,526,12.69,2025-12-04T22:18:42
7.64,19.28,525,12.63,2025-12-04T22:18:52
7.63,16.55,526,12.63,2025-12-04T22:19:02
7.64,16.55,526,12.63,2025-12-04T22:19:12
7.64,16.55,525,12.63,2025-12-04T22:19:22
7.64,16.55,525,12.63,2025-12-04T22:19:33
7.64,16.55,523,12.63,2025-12-04T22:19:43
7.64,16.55,526,12.63,2025-12-04T22:19:53
7.64,16.55,526,12.63,2025-12-04T22:20:03
7.64,16.52,526,12.69,2025-12-04T22:20:13
7.64,16.55,526,12.63,2025-12-04T22:20:24
7.64,16.52,526,12.69,2025-12-04T22:20:34
7.65,16.55,526,12.63,2025-12-04T22:20:44
7.64,16.55,526,12.63,2025-12-04T22:20:54
7.64,16.55,527,12.63,2025-12-04T22:21:04
7.64,16.52,527,12.69,2025-12-04T22:21:15
7.64,16.55,526,12.63,2025-12-04T22:21:25
7.64,16.55,526,12.63,2025-12-04T22:21:35
7.64,16.55,526,12.63,2025-12-04T22:21:45
7.64,16.55,527,12.63,2025-12-04T22:21:55
7.64,16.52,526,12.69,2025-12-04T22:22:06
7.64,16.52,526,12.69,2025-12-04T22:22:16
7.64,16.52,525,12.69,2025-12-04T22:22:26
7.63,19.28,526,12.63,2025-12-04T22:22:36
7.64,16.52,527,12.69,2025-12-04T22:22:46
7.64,16.55,526,12.63,2025-12-04T22:22:56
7.64,16.52,526,12.69,2025-12-04T22:23:07
7.63,16.55,526,12.63,2025-12-04T22:23:17
7.63,16.55,526,12.63,2025-12-04T22:23:27
7.62,16.52,526,12.69,2025-12-04T22:23:37
7.62,16.55,527,12.63,2025-12-04T22:23:47
7.62,16.55,526,12.63,2025-12-04T22:23:58
7.62,16.52,527,12.69,2025-12-04T22:24:08
7.62,16.52,528,12.69,2025-12-04T22:24:18
7.63,16.52,527,12.69,2025-12-04T22:24:28
7.63,16.52,526,12.69,2025-12-04T22:24:38
7.63,16.55,526,12.63,2025-12-04T22:24:49
7.63,19.28,526,12.63,2025-12-04T22:24:59
7.64,16.55,525,12.63,2025-12-04T22:25:09
7.64,16.52,526,12.69,2025-12-04T22:25:19
7.64,16.55,524,12.63,2025-12-04T22:25:29
7.64,16.55,524,12.63,2025-12-04T22:25:40
7.64,16.55,526,12.63,2025-12-04T22:25:50
7.65,16.55,526,12.63,2025-12-04T22:26:00
7.64,16.55,526,12.63,2025-12-04T22:26:10
7.64,16.55,526,12.63,2025-12-04T22:26:20
7.64,16.55,526,12.63,2025-12-04T22:26:31
7.64,16.55,527,12.63,2025-12-04T22:26:41
7.64,16.55,527,12.63,2025-12-04T22:26:51
7.65,16.52,526,12.69,2025-12-04T22:27:01
7.64,16.52,526,12.69,2025-12-04T22:27:11
7.64,16.52,526,12.69,2025-12-04T22:27:21
7.64,16.52,526,12.69,2025-12-04T22:27:32
7.64,16.55,527,12.63,2025-12-04T22:27:42
7.64,16.55,526,12.63,2025-12-04T22:27:52
7.65,16.55,526,12.63,2025-12-04T22:28:02
7.65,16.55,526,12.63,2025-12-04T22:28:12
7.64,16.52,526,12.69,2025-12-04T22:28:23
7.64,16.55,527,12.63,2025-12-04T22:28:33
7.65,16.52,526,12.69,2025-12-04T22:28:43
7.64,16.55,527,12.63,2025-12-04T22:28:53
7.64,16.52,526,12.69,2025-12-04T22:29:03
7.64,16.52,524,12.69,2025-12-04T22:29:14
7.63,16.55,527,12.63,2025-12-04T22:29:24
7.63,16.52,526,12.69,2025-12-04T22:29:34
7.63,19.24,528,12.69,2025-12-04T22:29:44
7.63,16.52,526,12.69,2025-12-04T22:29:54
7.63,16.52,526,12.69,2025-12-04T22:30:05
7.63,19.24,526,12.69,2025-12-04T22:30:15
7.63,16.55,526,12.63,2025-12-04T22:30:25
7.63,16.52,526,12.69,2025-12-04T22:30:35
7.63,16.52,527,12.69,2025-12-04T22:30:45
7.63,16.55,526,12.63,2025-12-04T22:30:56
7.64,16.52,527,12.69,2025-12-04T22:31:06
7.64,16.52,527,12.69,2025-12-04T22:31:16
7.64,16.55,525,12.63,2025-12-04T22:31:26
7.64,16.52,527,12.69,2025-12-04T22:31:36
7.64,16.52,527,12.69,2025-12-04T22:31:47
7.64,16.52,527,12.69,2025-12-04T22:31:57
7.64,16.52,527,12.69,2025-12-04T22:32:07
7.65,16.52,526,12.69,2025-12-04T22:32:17
7.65,16.55,526,12.63,2025-12-04T22:32:27
7.64,16.55,527,12.63,2025-12-04T22:32:37
7.64,16.52,526,12.69,2025-12-04T22:32:48
7.65,16.55,526,12.63,2025-12-04T22:32:58
7.65,16.52,525,12.69,2025-12-04T22:33:08
7.65,16.55,526,12.63,2025-12-04T22:33:18
7.65,16.55,525,12.63,2025-12-04T22:33:28
7.65,16.52,526,12.69,2025-12-04T22:33:39
7.65,16.55,526,12.63,2025-12-04T22:33:49
7.65,16.52,527,12.69,2025-12-04T22:33:59
7.65,16.52,525,12.69,2025-12-04T22:34:09
7.64,16.52,526,12.69,2025-12-04T22:34:19
7.64,16.52,526,12.69,2025-12-04T22:34:30
7.64,16.52,526,12.69,2025-12-04T22:34:40
7.64,16.55,526,12.63,2025-12-04T22:34:50
7.64,16.52,526,12.69,2025-12-04T22:35:00
7.64,19.28,526,12.63,2025-12-04T22:35:10
7.64,16.52,525,12.69,2025-12-04T22:35:21
7.64,16.52,524,12.69,2025-12-04T22:35:31
7.64,16.55,526,12.63,2025-12-04T22:35:41
7.64,16.55,526,12.63,2025-12-04T22:35:51
7.63,16.52,526,12.69,2025-12-04T22:36:01
7.63,16.52,526,12.69,2025-12-04T22:36:12
7.63,16.52,526,12.69,2025-12-04T22:36:22
7.63,16.52,526,12.69,2025-12-04T22:36:32
